name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date
K2-32 c,517,12.1 Earths,12.31,2016
K2-32 d,517,10.3 Earths,12.31,2016
K2-32 e,517,1.01 Earths,12.31,2019
K2-33 b,456,3.7 Jupiters,15.714,2016
K2-34 b,1149,1.698 Jupiters,11.548,2016
K2-35 b,830,4.38 Earths,14.35,2016
K2-35 c,830,2.3 Earths,14.35,2016
K2-36 b,359,3.9 Earths,11.8,2016
K2-326 b,928,5.82 Earths,15.342,2020
K2-32 b,517,16.5 Earths,12.31,2016
K2-32 c,517,12.1 Earths,12.31,2016
K2-32 d,517,10.3 Earths,12.31,2016
K2-32 e,517,1.01 Earths,12.31,2019
K2-33 b,456,3.7 Jupiters,15.714,2016
K2-34 b,1149,1.698 Jupiters,11.548,2016
K2-35 b,830,4.38 Earths,14.35,2016
K2-35 c,830,2.3 Earths,14.35,2016
K2-36 b,359,3.9 Earths,11.8,2016
K2-36 c,359,7.8 Earths,11.8,2016
K2-37 b,590,3.22 Earths,12.52,2016
K2-37 c,590,8 Earths,12.52,2016
K2-37 d,590,7.9 Earths,12.52,2016
K2-38 b,632,19.0698 Earths,11.39,2016
K2-38 c,632,9.9 Earths,11.39,2016
K2-39 b,1012,28.6047 Earths,10.83,2016
K2-3 b,147,6.48 Earths,12.17,2015
K2-3 c,147,2.14 Earths,12.17,2015
K2-3 d,147,2.8 Earths,12.17,2015
K2-36 c,359,7.8 Earths,11.8,2016
K2-37 b,590,3.22 Earths,12.52,2016
K2-37 c,590,8 Earths,12.52,2016
K2-37 d,590,7.9 Earths,12.52,2016
K2-38 b,632,19.0698 Earths,11.39,2016
K2-38 c,632,9.9 Earths,11.39,2016
K2-39 b,1012,28.6047 Earths,10.83,2016
K2-3 b,147,6.48 Earths,12.17,2015
K2-3 c,147,2.14 Earths,12.17,2015
K2-3 d,147,2.8 Earths,12.17,2015
K2-36 c,359,7.8 Earths,11.8,2016
K2-37 b,590,3.22 Earths,12.52,2016
K2-37 c,590,8 Earths,12.52,2016
K2-37 d,590,7.9 Earths,12.52,2016
K2-38 b,632,19.0698 Earths,11.39,2016
K2-38 c,632,9.9 Earths,11.39,2016
K2-39 b,1012,28.6047 Earths,10.83,2016
K2-3 b,147,6.48 Earths,12.17,2015
K2-3 c,147,2.14 Earths,12.17,2015
K2-3 d,147,2.8 Earths,12.17,2015
K2-36 c,359,7.8 Earths,11.8,2016
K2-37 b,590,3.22 Earths,12.52,2016
K2-37 c,590,8 Earths,12.52,2016
K2-37 d,590,7.9 Earths,12.52,2016
K2-38 b,632,19.0698 Earths,11.39,2016
K2-38 c,632,9.9 Earths,11.39,2016
K2-39 b,1012,28.6047 Earths,10.83,2016
K2-3 b,147,6.48 Earths,12.17,2015
K2-3 c,147,2.14 Earths,12.17,2015
K2-3 d,147,2.8 Earths,12.17,2015
K2-50 b,846,3.15 Earths,14.717,2016
K2-52 b,3398,144 Jupiters,15.255,2016
K2-53 b,454,7.27 Earths,12.148,2016
K2-54 b,574,1.6 Earths,14.042,2016
K2-55 b,523,14 Earths,13.546,2016
K2-57 b,868,5.06 Earths,14.501,2016
K2-58 b,596,7.65 Earths,12.378,2016
K2-58 c,596,3.26 Earths,12.378,2016
K2-58 d,596,3.57 Earths,12.378,2016
K2-59 b,1025,6.39 Earths,14.226,2016
K2-50 b,846,3.15 Earths,14.717,2016
K2-52 b,3398,144 Jupiters,15.255,2016
K2-53 b,454,7.27 Earths,12.148,2016
K2-54 b,574,1.6 Earths,14.042,2016
K2-55 b,523,14 Earths,13.546,2016
K2-57 b,868,5.06 Earths,14.501,2016
K2-58 b,596,7.65 Earths,12.378,2016
K2-58 c,596,3.26 Earths,12.378,2016
K2-58 d,596,3.57 Earths,12.378,2016
K2-59 b,1025,6.39 Earths,14.226,2016
K2-50 b,846,3.15 Earths,14.717,2016
K2-52 b,3398,144 Jupiters,15.255,2016
K2-53 b,454,7.27 Earths,12.148,2016
K2-54 b,574,1.6 Earths,14.042,2016
K2-55 b,523,14 Earths,13.546,2016
K2-57 b,868,5.06 Earths,14.501,2016
K2-58 b,596,7.65 Earths,12.378,2016
K2-58 c,596,3.26 Earths,12.378,2016
K2-58 d,596,3.57 Earths,12.378,2016
K2-59 b,1025,6.39 Earths,14.226,2016
K2-59 c,1025,5.9 Earths,14.226,2016
K2-5 b,666,4.31 Earths,14.91,2015
K2-5 c,666,5.73 Earths,14.91,2015
K2-60 b,1627,0.426 Jupiters,12.789,2016
K2-61 b,1339,6.71 Earths,12.991,2016
K2-62 b,368,5.22 Earths,12.397,2016
K2-62 c,368,5.22 Earths,12.397,2016
K2-63 b,1711,10.5 Earths,12.876,2016
K2-63 c,1711,14.5 Earths,12.876,2016
K2-64 b,1653,4.94 Earths,14.086,2016
K2-59 c,1025,5.9 Earths,14.226,2016
K2-5 b,666,4.31 Earths,14.91,2015
K2-5 c,666,5.73 Earths,14.91,2015
K2-60 b,1627,0.426 Jupiters,12.789,2016
K2-61 b,1339,6.71 Earths,12.991,2016
K2-62 b,368,5.22 Earths,12.397,2016
K2-62 c,368,5.22 Earths,12.397,2016
K2-63 b,1711,10.5 Earths,12.876,2016
K2-63 c,1711,14.5 Earths,12.876,2016
K2-64 b,1653,4.94 Earths,14.086,2016
K2-65 b,255,3.12 Earths,10.801,2016
K2-66 b,1698,21.3 Earths,11.71,2016
K2-68 b,553,3.12 Earths,12.977,2016
K2-69 b,592,5.99 Earths,15.057,2016
K2-6 b,1043,6.8 Earths,12.654,2015
K2-70 b,765,8.7 Earths,12.989,2016
K2-71 b,502,5.27 Earths,15.189,2016
K2-72 b,217,1.28 Earths,15.309,2016
K2-72 c,217,1.65 Earths,15.309,2016
K2-72 d,217,1.01 Earths,15.309,2016
K2-65 b,255,3.12 Earths,10.801,2016
K2-66 b,1698,21.3 Earths,11.71,2016
K2-68 b,553,3.12 Earths,12.977,2016
K2-69 b,592,5.99 Earths,15.057,2016
K2-6 b,1043,6.8 Earths,12.654,2015
K2-70 b,765,8.7 Earths,12.989,2016
K2-71 b,502,5.27 Earths,15.189,2016
K2-72 b,217,1.28 Earths,15.309,2016
K2-72 c,217,1.65 Earths,15.309,2016
K2-72 d,217,1.01 Earths,15.309,2016
K2-65 b,255,3.12 Earths,10.801,2016
K2-66 b,1698,21.3 Earths,11.71,2016
K2-68 b,553,3.12 Earths,12.977,2016
K2-69 b,592,5.99 Earths,15.057,2016
K2-6 b,1043,6.8 Earths,12.654,2015
K2-70 b,765,8.7 Earths,12.989,2016
K2-71 b,502,5.27 Earths,15.189,2016
K2-72 b,217,1.28 Earths,15.309,2016
K2-72 c,217,1.65 Earths,15.309,2016
K2-72 d,217,1.01 Earths,15.309,2016
K2-72 e,217,2.21 Earths,15.309,2016
K2-73 b,885,6.57 Earths,11.345,2016
K2-74 b,1246,5.95 Earths,12.588,2016
K2-75 b,1862,7.61 Earths,12.701,2016
K2-75 c,1862,8.1 Earths,12.701,2016
K2-77 b,464,1.9 Jupiters,12.158,2016
K2-79 b,841,13.2 Earths,12.075,2016
K2-7 b,2462,7.61 Earths,13.213,2015
K2-80 b,659,4.7 Earths,12.626,2016
K2-80 c,659,2.76 Earths,12.626,2016
K2-72 e,217,2.21 Earths,15.309,2016
K2-73 b,885,6.57 Earths,11.345,2016
K2-74 b,1246,5.95 Earths,12.588,2016
K2-75 b,1862,7.61 Earths,12.701,2016
K2-75 c,1862,8.1 Earths,12.701,2016
K2-77 b,464,1.9 Jupiters,12.158,2016
K2-79 b,841,13.2 Earths,12.075,2016
K2-7 b,2462,7.61 Earths,13.213,2015
K2-80 b,659,4.7 Earths,12.626,2016
K2-80 c,659,2.76 Earths,12.626,2016
K2-72 e,217,2.21 Earths,15.309,2016
K2-73 b,885,6.57 Earths,11.345,2016
K2-74 b,1246,5.95 Earths,12.588,2016
K2-75 b,1862,7.61 Earths,12.701,2016
K2-75 c,1862,8.1 Earths,12.701,2016
K2-77 b,464,1.9 Jupiters,12.158,2016
K2-79 b,841,13.2 Earths,12.075,2016
K2-7 b,2462,7.61 Earths,13.213,2015
K2-80 b,659,4.7 Earths,12.626,2016
K2-80 c,659,2.76 Earths,12.626,2016
K2-72 e,217,2.21 Earths,15.309,2016
K2-73 b,885,6.57 Earths,11.345,2016
K2-74 b,1246,5.95 Earths,12.588,2016
K2-75 b,1862,7.61 Earths,12.701,2016
K2-75 c,1862,8.1 Earths,12.701,2016
K2-77 b,464,1.9 Jupiters,12.158,2016
K2-79 b,841,13.2 Earths,12.075,2016
K2-7 b,2462,7.61 Earths,13.213,2015
K2-80 b,659,4.7 Earths,12.626,2016
K2-80 c,659,2.76 Earths,12.626,2016
K2-80 d,659,7.04 Earths,12.626,2018
K2-81 b,829,4.54 Earths,14.364,2016
K2-83 b,411,2.08 Earths,14.514,2016
K2-83 c,411,2.8 Earths,14.514,2016
K2-84 b,937,6.39 Earths,13.443,2016
K2-84 c,937,4.78 Earths,13.443,2016
K2-85 b,318,1.01 Earths,12.831,2016
K2-86 b,850,4.5 Earths,13.167,2016
K2-87 b,1643,0.141 Jupiters,14.134,2016
K2-88 b,362,2.04 Earths,15.476,2016
K2-89 b,281,0.17 Earths,14.162,2016
K2-8 b,1331,12.5 Earths,14.61,2015
K2-8 c,1331,6.39 Earths,14.61,2016
K2-90 b,440,7.27 Earths,13.855,2016
K2-90 c,440,2.24 Earths,13.855,2016
K2-91 b,204,1.37 Earths,15.572,2016
K2-95 b,589,14.3 Earths,16.084,2016
K2-97 b,2837,0.48 Jupiters,12.611,2016
K2-98 b,1717,32.2 Earths,12.166,2016
K2-99 b,1704,0.97 Jupiters,11.149,2016
K2-89 b,281,0.17 Earths,14.162,2016
K2-8 b,1331,12.5 Earths,14.61,2015
K2-8 c,1331,6.39 Earths,14.61,2016
K2-90 b,440,7.27 Earths,13.855,2016
K2-90 c,440,2.24 Earths,13.855,2016
K2-91 b,204,1.37 Earths,15.572,2016
K2-95 b,589,14.3 Earths,16.084,2016
K2-97 b,2837,0.48 Jupiters,12.611,2016
K2-98 b,1717,32.2 Earths,12.166,2016
K2-99 b,1704,0.97 Jupiters,11.149,2016
K2-89 b,281,0.17 Earths,14.162,2016
K2-8 b,1331,12.5 Earths,14.61,2015
K2-8 c,1331,6.39 Earths,14.61,2016
K2-90 b,440,7.27 Earths,13.855,2016
K2-90 c,440,2.24 Earths,13.855,2016
K2-91 b,204,1.37 Earths,15.572,2016
K2-95 b,589,14.3 Earths,16.084,2016
K2-97 b,2837,0.48 Jupiters,12.611,2016
K2-98 b,1717,32.2 Earths,12.166,2016
K2-99 b,1704,0.97 Jupiters,11.149,2016
K2-9 b,271,5.69 Earths,15.63,2015
Kappa Andromedae b,163,13.616 Jupiters,4.14,2012
Kappa Coronae Borealis b,98,2.17 Jupiters,4.79,2007
Kapteyn c,13,7 Earths,8.845,2014
KELT-10 b,597,0.679 Jupiters,10.854,2016
KELT-11 b,324,0.171 Jupiters,8.04,2017
KELT-12 b,1174,0.95 Jupiters,10.59,2017
KELT-14 b,868,1.284 Jupiters,11,2016
KELT-15 b,1069,1.31 Jupiters,11.189,2016
KELT-16 b,1469,2.75 Jupiters,11.898,2017
KELT-17 b,685,1.31 Jupiters,9.286,2016
KELT-18 b,1014,1.18 Jupiters,10.117,2017
KELT-19 A b,988,4.07 Jupiters,9.885,2017
KELT-1 b,855,27.23 Jupiters,10.701,2012
KELT-20 b,456,3.382 Jupiters,7.58,2017
KELT-21 b,1354,3.91 Jupiters,10.541,2018
KELT-23 A b,409,0.938 Jupiters,10.253,2019
KELT-24 b,313,5.18 Jupiters,8.332,2019
KELT-2 A b,439,1.7 Jupiters,8.713,2012
KELT-3 b,689,1.94 Jupiters,9.873,2013
KELT-4 A b,685,0.902 Jupiters,9.98,2016
KELT-6 b,791,0.52 Jupiters,10.418,2014
KELT-6 c,791,3.71 Jupiters,10.418,2015
KELT-7 b,448,1.39 Jupiters,8.54,2015
KELT-8 b,648,0.66 Jupiters,10.833,2015
KELT-9 b,671,2.88 Jupiters,7.55,2017
Kepler-1000 b,3017,20.3 Earths,13.192,2016
Kepler-1001 b,3291,10.1 Earths,15.33,2016
Kepler-1001 c,3291,3.11 Earths,15.33,2020
Kepler-1002 b,1386,3.57 Earths,11.647,2016
KELT-4 A b,685,0.902 Jupiters,9.98,2016
KELT-6 b,791,0.52 Jupiters,10.418,2014
KELT-6 c,791,3.71 Jupiters,10.418,2015
KELT-7 b,448,1.39 Jupiters,8.54,2015
KELT-8 b,648,0.66 Jupiters,10.833,2015
KELT-9 b,671,2.88 Jupiters,7.55,2017
Kepler-1000 b,3017,20.3 Earths,13.192,2016
Kepler-1001 b,3291,10.1 Earths,15.33,2016
Kepler-1001 c,3291,3.11 Earths,15.33,2020
Kepler-1002 b,1386,3.57 Earths,11.647,2016
KELT-4 A b,685,0.902 Jupiters,9.98,2016
KELT-6 b,791,0.52 Jupiters,10.418,2014
KELT-6 c,791,3.71 Jupiters,10.418,2015
KELT-7 b,448,1.39 Jupiters,8.54,2015
KELT-8 b,648,0.66 Jupiters,10.833,2015
KELT-9 b,671,2.88 Jupiters,7.55,2017
Kepler-1000 b,3017,20.3 Earths,13.192,2016
Kepler-1001 b,3291,10.1 Earths,15.33,2016
Kepler-1001 c,3291,3.11 Earths,15.33,2020
Kepler-1002 b,1386,3.57 Earths,11.647,2016
KELT-4 A b,685,0.902 Jupiters,9.98,2016
KELT-6 b,791,0.52 Jupiters,10.418,2014
KELT-6 c,791,3.71 Jupiters,10.418,2015
KELT-7 b,448,1.39 Jupiters,8.54,2015
KELT-8 b,648,0.66 Jupiters,10.833,2015
KELT-9 b,671,2.88 Jupiters,7.55,2017
Kepler-1000 b,3017,20.3 Earths,13.192,2016
Kepler-1001 b,3291,10.1 Earths,15.33,2016
Kepler-1001 c,3291,3.11 Earths,15.33,2020
Kepler-1002 b,1386,3.57 Earths,11.647,2016
KELT-4 A b,685,0.902 Jupiters,9.98,2016
KELT-6 b,791,0.52 Jupiters,10.418,2014
KELT-6 c,791,3.71 Jupiters,10.418,2015
KELT-7 b,448,1.39 Jupiters,8.54,2015
KELT-8 b,648,0.66 Jupiters,10.833,2015
KELT-9 b,671,2.88 Jupiters,7.55,2017
Kepler-1000 b,3017,20.3 Earths,13.192,2016
Kepler-1001 b,3291,10.1 Earths,15.33,2016
Kepler-1001 c,3291,3.11 Earths,15.33,2020
Kepler-1002 b,1386,3.57 Earths,11.647,2016
KELT-4 A b,685,0.902 Jupiters,9.98,2016
KELT-6 b,791,0.52 Jupiters,10.418,2014
KELT-6 c,791,3.71 Jupiters,10.418,2015
KELT-7 b,448,1.39 Jupiters,8.54,2015
KELT-8 b,648,0.66 Jupiters,10.833,2015
KELT-9 b,671,2.88 Jupiters,7.55,2017
Kepler-1000 b,3017,20.3 Earths,13.192,2016
Kepler-1001 b,3291,10.1 Earths,15.33,2016
Kepler-1001 c,3291,3.11 Earths,15.33,2020
Kepler-1002 b,1386,3.57 Earths,11.647,2016
Kepler-1010 b,1990,5.99 Earths,14.687,2016
Kepler-1011 b,2805,8.6 Earths,15.203,2016
Kepler-1012 b,1370,2.21 Earths,13.315,2016
Kepler-1013 b,1412,5.27 Earths,14.408,2016
Kepler-1014 b,2192,6.3 Earths,14.627,2016
Kepler-1015 b,3040,12.3 Earths,12.759,2016
Kepler-1016 b,4042,5.39 Earths,15.319,2016
Kepler-1016 c,4042,13.1 Earths,15.319,2016
Kepler-1017 b,1807,4.62 Earths,14.115,2016
Kepler-1018 b,2916,7.18 Earths,15.014,2016
Kepler-1010 b,1990,5.99 Earths,14.687,2016
Kepler-1011 b,2805,8.6 Earths,15.203,2016
Kepler-1012 b,1370,2.21 Earths,13.315,2016
Kepler-1013 b,1412,5.27 Earths,14.408,2016
Kepler-1014 b,2192,6.3 Earths,14.627,2016
Kepler-1015 b,3040,12.3 Earths,12.759,2016
Kepler-1016 b,4042,5.39 Earths,15.319,2016
Kepler-1016 c,4042,13.1 Earths,15.319,2016
Kepler-1017 b,1807,4.62 Earths,14.115,2016
Kepler-1018 b,2916,7.18 Earths,15.014,2016
Kepler-1019 b,646,2.73 Earths,13.593,2016
Kepler-101 b,3110,0.16 Jupiters,13.8,2014
Kepler-101 c,3110,3.78 Earths,13.8,2014
Kepler-1020 b,1455,5.82 Earths,13.983,2016
Kepler-1021 b,2730,6.04 Earths,15.173,2016
Kepler-1022 b,1484,6.17 Earths,15.377,2016
Kepler-1023 b,2238,7.41 Earths,14.502,2016
Kepler-1024 b,3317,14.5 Earths,16.006,2016
Kepler-1025 b,2336,4.58 Earths,13.556,2016
Kepler-1026 b,1269,5.52 Earths,14.202,2016
Kepler-1019 b,646,2.73 Earths,13.593,2016
Kepler-101 b,3110,0.16 Jupiters,13.8,2014
Kepler-101 c,3110,3.78 Earths,13.8,2014
Kepler-1020 b,1455,5.82 Earths,13.983,2016
Kepler-1021 b,2730,6.04 Earths,15.173,2016
Kepler-1022 b,1484,6.17 Earths,15.377,2016
Kepler-1023 b,2238,7.41 Earths,14.502,2016
Kepler-1024 b,3317,14.5 Earths,16.006,2016
Kepler-1025 b,2336,4.58 Earths,13.556,2016
Kepler-1026 b,1269,5.52 Earths,14.202,2016
Kepler-1032 b,1980,4.16 Earths,15.799,2016
Kepler-1033 b,4648,6.85 Earths,15.929,2016
Kepler-1034 b,2303,5.73 Earths,15.074,2016
Kepler-1035 b,1331,1.71 Earths,13.005,2016
Kepler-1036 b,1654,9.32 Earths,13.764,2016
Kepler-1037 b,1471,2.18 Earths,14.231,2016
Kepler-1038 b,2029,12.2 Earths,14.856,2016
Kepler-1039 b,1057,2.73 Earths,14.096,2016
Kepler-103 b,1637,9.7 Earths,12.247,2014
Kepler-103 c,1637,36.1 Earths,12.247,2014
Kepler-1032 b,1980,4.16 Earths,15.799,2016
Kepler-1033 b,4648,6.85 Earths,15.929,2016
Kepler-1034 b,2303,5.73 Earths,15.074,2016
Kepler-1035 b,1331,1.71 Earths,13.005,2016
Kepler-1036 b,1654,9.32 Earths,13.764,2016
Kepler-1037 b,1471,2.18 Earths,14.231,2016
Kepler-1038 b,2029,12.2 Earths,14.856,2016
Kepler-1039 b,1057,2.73 Earths,14.096,2016
Kepler-103 b,1637,9.7 Earths,12.247,2014
Kepler-103 c,1637,36.1 Earths,12.247,2014
Kepler-1040 b,1543,4.98 Earths,13.322,2016
Kepler-1041 b,3193,8.96 Earths,14.442,2016
Kepler-1042 b,2150,5.43 Earths,15.672,2016
Kepler-1043 b,2734,7.04 Earths,14.762,2016
Kepler-1044 b,4916,7.61 Earths,15.306,2016
Kepler-1045 b,3167,7.7 Earths,15.549,2016
Kepler-1046 b,1690,3.57 Earths,13.248,2016
Kepler-1047 b,1846,5.02 Earths,13.329,2016
Kepler-1047 c,1846,0.937 Earths,13.329,2016
Kepler-1048 b,1354,3.22 Earths,14.844,2016
Kepler-1040 b,1543,4.98 Earths,13.322,2016
Kepler-1041 b,3193,8.96 Earths,14.442,2016
Kepler-1042 b,2150,5.43 Earths,15.672,2016
Kepler-1043 b,2734,7.04 Earths,14.762,2016
Kepler-1044 b,4916,7.61 Earths,15.306,2016
Kepler-1045 b,3167,7.7 Earths,15.549,2016
Kepler-1046 b,1690,3.57 Earths,13.248,2016
Kepler-1047 b,1846,5.02 Earths,13.329,2016
Kepler-1047 c,1846,0.937 Earths,13.329,2016
Kepler-1048 b,1354,3.22 Earths,14.844,2016
Kepler-1040 b,1543,4.98 Earths,13.322,2016
Kepler-1041 b,3193,8.96 Earths,14.442,2016
Kepler-1042 b,2150,5.43 Earths,15.672,2016
Kepler-1043 b,2734,7.04 Earths,14.762,2016
Kepler-1044 b,4916,7.61 Earths,15.306,2016
Kepler-1045 b,3167,7.7 Earths,15.549,2016
Kepler-1046 b,1690,3.57 Earths,13.248,2016
Kepler-1047 b,1846,5.02 Earths,13.329,2016
Kepler-1047 c,1846,0.937 Earths,13.329,2016
Kepler-1048 b,1354,3.22 Earths,14.844,2016
Kepler-1040 b,1543,4.98 Earths,13.322,2016
Kepler-1041 b,3193,8.96 Earths,14.442,2016
Kepler-1042 b,2150,5.43 Earths,15.672,2016
Kepler-1043 b,2734,7.04 Earths,14.762,2016
Kepler-1044 b,4916,7.61 Earths,15.306,2016
Kepler-1045 b,3167,7.7 Earths,15.549,2016
Kepler-1046 b,1690,3.57 Earths,13.248,2016
Kepler-1047 b,1846,5.02 Earths,13.329,2016
Kepler-1047 c,1846,0.937 Earths,13.329,2016
Kepler-1048 b,1354,3.22 Earths,14.844,2016
Kepler-1040 b,1543,4.98 Earths,13.322,2016
Kepler-1041 b,3193,8.96 Earths,14.442,2016
Kepler-1042 b,2150,5.43 Earths,15.672,2016
Kepler-1043 b,2734,7.04 Earths,14.762,2016
Kepler-1044 b,4916,7.61 Earths,15.306,2016
Kepler-1045 b,3167,7.7 Earths,15.549,2016
Kepler-1046 b,1690,3.57 Earths,13.248,2016
Kepler-1047 b,1846,5.02 Earths,13.329,2016
Kepler-1047 c,1846,0.937 Earths,13.329,2016
Kepler-1048 b,1354,3.22 Earths,14.844,2016
Kepler-1049 b,421,0.809 Earths,14.156,2016
Kepler-104 b,1322,19.6 Earths,12.57,2014
Kepler-104 c,1322,9.96 Earths,12.57,2014
Kepler-104 d,1322,12.5 Earths,12.57,2014
Kepler-1050 b,1810,3.19 Earths,13.072,2016
Kepler-1050 c,1810,2.79 Earths,13.072,2016
Kepler-1051 b,3331,11.5 Earths,13.116,2016
Kepler-1052 b,3428,8.91 Earths,14.861,2016
Kepler-1053 b,558,0.904 Earths,13.209,2016
Kepler-1054 b,3425,7.41 Earths,14.085,2016
Kepler-1055 b,1377,2.04 Earths,13.073,2016
Kepler-1056 b,3167,9.32 Earths,14.56,2016
Kepler-1057 b,4769,11.2 Earths,15.608,2016
Kepler-1058 b,1713,7.85 Earths,15.504,2016
Kepler-1059 b,2195,3.64 Earths,15.489,2016
Kepler-105 b,1518,5.1 Earths,12.802,2013
Kepler-105 c,1518,4.6 Earths,12.802,2014
Kepler-1060 b,2809,6.26 Earths,14.637,2016
Kepler-1061 b,1908,4.58 Earths,13.204,2016
Kepler-1062 b,1266,3.75 Earths,14.805,2016
Kepler-106 d,1468,8.1 Earths,12.839,2014
Kepler-106 e,1468,11.17 Earths,12.839,2014
Kepler-1070 b,3392,3.64 Earths,13.913,2016
Kepler-1071 b,3145,6.26 Earths,15.829,2016
Kepler-1072 b,3184,3.12 Earths,13.842,2016
Kepler-1073 b,2730,5.9 Earths,14.532,2016
Kepler-1073 c,2730,3.33 Earths,14.532,2016
Kepler-1074 b,799,2.1 Earths,15.006,2016
Kepler-1075 b,864,2.6 Earths,15.37,2016
Kepler-1076 b,649,0.437 Earths,12.949,2016
Kepler-1077 b,3582,8.1 Earths,14.998,2016
Kepler-1078 b,3963,4.27 Earths,15.607,2016
Kepler-1079 b,1569,3.29 Earths,12.584,2016
Kepler-107 b,1714,3.51 Earths,12.7,2014
Kepler-107 c,1714,9.39 Earths,12.7,2014
Kepler-107 d,1714,3.8 Earths,12.7,2014
Kepler-107 e,1714,8.6 Earths,12.7,2014
Kepler-1080 b,2244,10.8 Earths,13.409,2016
Kepler-1081 b,1386,1.01 Earths,13.711,2016
Kepler-1082 b,2049,1.46 Earths,13.342,2016
Kepler-1077 b,3582,8.1 Earths,14.998,2016
Kepler-1078 b,3963,4.27 Earths,15.607,2016
Kepler-1079 b,1569,3.29 Earths,12.584,2016
Kepler-107 b,1714,3.51 Earths,12.7,2014
Kepler-107 c,1714,9.39 Earths,12.7,2014
Kepler-107 d,1714,3.8 Earths,12.7,2014
Kepler-107 e,1714,8.6 Earths,12.7,2014
Kepler-1080 b,2244,10.8 Earths,13.409,2016
Kepler-1081 b,1386,1.01 Earths,13.711,2016
Kepler-1082 b,2049,1.46 Earths,13.342,2016
Kepler-1077 b,3582,8.1 Earths,14.998,2016
Kepler-1078 b,3963,4.27 Earths,15.607,2016
Kepler-1079 b,1569,3.29 Earths,12.584,2016
Kepler-107 b,1714,3.51 Earths,12.7,2014
Kepler-107 c,1714,9.39 Earths,12.7,2014
Kepler-107 d,1714,3.8 Earths,12.7,2014
Kepler-107 e,1714,8.6 Earths,12.7,2014
Kepler-1080 b,2244,10.8 Earths,13.409,2016
Kepler-1081 b,1386,1.01 Earths,13.711,2016
Kepler-1082 b,2049,1.46 Earths,13.342,2016
Kepler-1077 b,3582,8.1 Earths,14.998,2016
Kepler-1078 b,3963,4.27 Earths,15.607,2016
Kepler-1079 b,1569,3.29 Earths,12.584,2016
Kepler-107 b,1714,3.51 Earths,12.7,2014
Kepler-107 c,1714,9.39 Earths,12.7,2014
Kepler-107 d,1714,3.8 Earths,12.7,2014
Kepler-107 e,1714,8.6 Earths,12.7,2014
Kepler-1080 b,2244,10.8 Earths,13.409,2016
Kepler-1081 b,1386,1.01 Earths,13.711,2016
Kepler-1082 b,2049,1.46 Earths,13.342,2016
Kepler-1077 b,3582,8.1 Earths,14.998,2016
Kepler-1078 b,3963,4.27 Earths,15.607,2016
Kepler-1079 b,1569,3.29 Earths,12.584,2016
Kepler-107 b,1714,3.51 Earths,12.7,2014
Kepler-107 c,1714,9.39 Earths,12.7,2014
Kepler-107 d,1714,3.8 Earths,12.7,2014
Kepler-107 e,1714,8.6 Earths,12.7,2014
Kepler-1080 b,2244,10.8 Earths,13.409,2016
Kepler-1081 b,1386,1.01 Earths,13.711,2016
Kepler-1082 b,2049,1.46 Earths,13.342,2016
Kepler-1077 b,3582,8.1 Earths,14.998,2016
Kepler-1078 b,3963,4.27 Earths,15.607,2016
Kepler-1079 b,1569,3.29 Earths,12.584,2016
Kepler-107 b,1714,3.51 Earths,12.7,2014
Kepler-107 c,1714,9.39 Earths,12.7,2014
Kepler-107 d,1714,3.8 Earths,12.7,2014
Kepler-107 e,1714,8.6 Earths,12.7,2014
Kepler-1080 b,2244,10.8 Earths,13.409,2016
Kepler-1081 b,1386,1.01 Earths,13.711,2016
Kepler-1082 b,2049,1.46 Earths,13.342,2016
Kepler-1077 b,3582,8.1 Earths,14.998,2016
Kepler-1078 b,3963,4.27 Earths,15.607,2016
Kepler-1079 b,1569,3.29 Earths,12.584,2016
Kepler-107 b,1714,3.51 Earths,12.7,2014
Kepler-107 c,1714,9.39 Earths,12.7,2014
Kepler-107 d,1714,3.8 Earths,12.7,2014
Kepler-107 e,1714,8.6 Earths,12.7,2014
Kepler-1080 b,2244,10.8 Earths,13.409,2016
Kepler-1081 b,1386,1.01 Earths,13.711,2016
Kepler-1082 b,2049,1.46 Earths,13.342,2016
Kepler-1120 b,2071,2.48 Earths,15.304,2016
Kepler-1121 b,1726,4.31 Earths,12.017,2016
Kepler-1122 b,3014,4.82 Earths,15.102,2016
Kepler-1123 b,2597,3.43 Earths,14.807,2016
Kepler-1124 b,577,2.18 Earths,15.968,2016
Kepler-1125 b,2968,4.04 Earths,14.877,2016
Kepler-1126 b,2179,3.64 Earths,14.021,2016
Kepler-1127 b,3249,4.5 Earths,15.133,2016
Kepler-1128 b,3794,12.9 Earths,15.686,2016
Kepler-1129 b,4104,9.06 Earths,15.257,2016
Kepler-1120 b,2071,2.48 Earths,15.304,2016
Kepler-1121 b,1726,4.31 Earths,12.017,2016
Kepler-1122 b,3014,4.82 Earths,15.102,2016
Kepler-1123 b,2597,3.43 Earths,14.807,2016
Kepler-1124 b,577,2.18 Earths,15.968,2016
Kepler-1125 b,2968,4.04 Earths,14.877,2016
Kepler-1126 b,2179,3.64 Earths,14.021,2016
Kepler-1127 b,3249,4.5 Earths,15.133,2016
Kepler-1128 b,3794,12.9 Earths,15.686,2016
Kepler-1129 b,4104,9.06 Earths,15.257,2016
Kepler-1120 b,2071,2.48 Earths,15.304,2016
Kepler-1121 b,1726,4.31 Earths,12.017,2016
